Payload,CruiseSpeed,FleetSize,PayloadFraction,FuelTankFraction,FinenessRatio
17.493991989,88.785046729,2.4579439252,0.3,0.05,3
29.26435247,28.651535381,1.4913217623,0.3,0.05,3
17.106809079,40.720961282,1.3311081442,0.3,0.05,3
20.630173565,77.3564753,3.2376502003,0.3,0.05,3
20.010680908,65.073431242,2.5166889186,0.3,0.05,3
14.551401869,81.73564753,1.4699599466,0.3,0.05,3
16.913217623,39.332443258,2.046728972,0.3,0.05,3
17.571428571,50.120160214,3.7289719626,0.3,0.05,3
10.718291055,87.396528705,1.1174899866,0.3,0.05,3
19.855807744,81.201602136,1.437917223,0.3,0.05,3
19.623497997,94.979973298,4.3591455274,0.3,0.05,3
25.121495327,33.778371162,4.4232309746,0.3,0.05,3
28.141522029,54.392523364,3.26435247,0.3,0.05,3
15.945260347,75.967957276,4.4125500668,0.3,0.05,3
19.933244326,82.376502003,1.7903871829,0.3,0.05,3
15.093457944,72.656875834,4.7062750334,0.3,0.05,3
29.070761015,65.927903872,2.6181575434,0.3,0.05,3
11.028037383,63.898531375,1.1548731642,0.3,0.05,3
9.1695594126,70.627503338,2.2817089453,0.3,0.05,3
17.068090788,24.699599466,4.1188251001,0.3,0.05,3
7.0013351135,94.659546061,2.0040053405,0.3,0.05,3
6.3044058745,64.966622163,2.3137516689,0.3,0.05,3
23.998664887,24.37917223,2.0680907877,0.3,0.05,3
17.377837116,63.684913218,4.9359145527,0.3,0.05,3
25.895861148,51.081441923,3.0133511348,0.3,0.05,3
28.993324433,31.748998665,4.6635514019,0.3,0.05,3
12.267022697,66.355140187,2.655540721,0.3,0.05,3
24.889185581,45.527369826,4.2042723632,0.3,0.05,3
9.5954606142,78.638184246,1.6408544726,0.3,0.05,3
24.966622163,62.510013351,4.6368491322,0.3,0.05,3
3.4392523364,42.963951936,1.0320427236,0.3,0.05,3
24.308411215,63.791722296,3.0774365821,0.3,0.05,3
14.396528705,89.425901202,2.7303070761,0.3,0.05,3
23.224299065,20.961281709,3.3658210948,0.3,0.05,3
12.692923899,44.993324433,3.0453938585,0.3,0.05,3
4.9105473965,79.17222964,3.4459279039,0.3,0.05,3
8.6275033378,42.857142857,2.564753004,0.3,0.05,3
1.5420560748,86.328437917,2.9759679573,0.3,0.05,3
17.53271028,53.110814419,2.3564753004,0.3,0.05,3
26.515353805,70.947930574,2.1054739653,0.3,0.05,3
6.9238985314,48.945260347,2.1909212283,0.3,0.05,3
8.8985313752,74.79305741,3.6168224299,0.3,0.05,3
11.686248331,32.817089453,3.4512683578,0.3,0.05,3
28.838451268,95.941255007,4.3431241656,0.3,0.05,3
8.8598130841,98.718291055,2.0093457944,0.3,0.05,3
1.1935914553,26.622162884,3.349799733,0.3,0.05,3
27.134846462,64.432576769,3.9212283044,0.3,0.05,3
23.688918558,93.805073431,1.3898531375,0.3,0.05,3
6.1495327103,93.271028037,3.4085447263,0.3,0.05,3
28.18024032,52.14953271,4.2790387183,0.3,0.05,3
27.754339119,60.160213618,1.7583444593,0.3,0.05,3
25.082777036,87.289719626,2.8210947931,0.3,0.05,3
27.251001335,47.770360481,4.8718291055,0.3,0.05,3
18.771695594,44.245660881,1.1975967957,0.3,0.05,3
22.566088117,64.859813084,4.7276368491,0.3,0.05,3
29.380507343,65.714285714,1.955941255,0.3,0.05,3
11.492656876,27.583444593,1.9506008011,0.3,0.05,3
19.158878505,57.062750334,2.6128170895,0.3,0.05,3
29.922563418,99.893190921,1.6301735648,0.3,0.05,3
6.2656875834,56.955941255,3.8571428571,0.3,0.05,3
28.489986649,35.594125501,4.5353805073,0.3,0.05,3
8.3564753004,26.408544726,3.7449933244,0.3,0.05,3
14.628838451,75.754339119,1.4539385848,0.3,0.05,3
11.957276368,26.515353805,3.2056074766,0.3,0.05,3
14.822429907,75.861148198,2.4526034713,0.3,0.05,3
25.624833111,33.244325768,4.6048064085,0.3,0.05,3
16.487316422,77.997329773,4.391188251,0.3,0.05,3
24.230974633,58.2376502,4.6154873164,0.3,0.05,3
3.5554072096,47.449933244,3.8411214953,0.3,0.05,3
15.441922563,87.076101469,2.5700934579,0.3,0.05,3
8.2016021362,72.550066756,2.7783711615,0.3,0.05,3
29.883845127,97.009345794,3.173564753,0.3,0.05,3
14.93858478,76.715620828,1.3044058745,0.3,0.05,3
22.024032043,43.49799733,1.0480640854,0.3,0.05,3
11.570093458,56.208277704,1.9399198932,0.3,0.05,3
8.9372496662,66.782376502,2.0787716956,0.3,0.05,3
6.3818424566,61.655540721,1.3631508678,0.3,0.05,3
17.610146862,85.901201602,3.0293724967,0.3,0.05,3
13.389853138,50.547396529,3.1949265688,0.3,0.05,3
16.758344459,71.909212283,1.2990654206,0.3,0.05,3
12.963951936,88.891855808,2.7196261682,0.3,0.05,3
25.508678238,75.540720961,2.1001335113,0.3,0.05,3
22.798397864,21.068090788,4.914552737,0.3,0.05,3
17.726301736,31.32176235,1.6515353805,0.3,0.05,3
19.971962617,68.064085447,4.3965287049,0.3,0.05,3
5.1815754339,78.744993324,4.7222963952,0.3,0.05,3
4.6008010681,39.97329773,2.5380507343,0.3,0.05,3
17.958611482,83.230974633,2.1535380507,0.3,0.05,3
10.834445928,63.257676903,1.8064085447,0.3,0.05,3
16.06141522,98.931909212,2.4419225634,0.3,0.05,3
26.670226969,40.400534045,2.9492656876,0.3,0.05,3
23.495327103,61.121495327,4.0600801068,0.3,0.05,3
28.877169559,30.253671562,2.2656875834,0.3,0.05,3
7.1562082777,30.787716956,3.5740987984,0.3,0.05,3
4.0587449933,69.986648865,4.9412550067,0.3,0.05,3
4.1361815754,29.826435247,2.8798397864,0.3,0.05,3
10.485981308,72.122830441,4.5514018692,0.3,0.05,3
28.91588785,85.580774366,2.2870493992,0.3,0.05,3
21.094793057,66.889185581,3.5367156208,0.3,0.05,3
5.8010680908,86.96929239,2.1375166889,0.3,0.05,3
27.522029372,80.667556742,4.5193591455,0.3,0.05,3
27.212283044,61.335113485,2.4259012016,0.3,0.05,3
15.248331108,55.140186916,2.4846461949,0.3,0.05,3
16.680907877,50.867823765,2.8317757009,0.3,0.05,3
9.518024032,52.790387183,4.4926568758,0.3,0.05,3
4.6395193591,85.687583445,1.9986648865,0.3,0.05,3
18.26835781,88.144192256,4.8611481976,0.3,0.05,3
9.479305741,20.427236315,4.3644859813,0.3,0.05,3
10.331108144,58.558077437,3.0614152203,0.3,0.05,3
1.8518024032,63.364485981,2.6448598131,0.3,0.05,3
22.333778371,22.136181575,2.1481975968,0.3,0.05,3
26.012016021,91.882510013,3.5153538051,0.3,0.05,3
16.100133511,27.156208278,4.9519359146,0.3,0.05,3
12.034712951,93.377837116,1.7369826435,0.3,0.05,3
13.312416555,89.212283044,1.7209612817,0.3,0.05,3
1.2710280374,95.834445928,1.2242990654,0.3,0.05,3
10.989319092,90.921228304,4.1668891856,0.3,0.05,3
15.170894526,23.951935915,4.0547396529,0.3,0.05,3
4.2523364486,83.658210948,2.5220293725,0.3,0.05,3
13.622162884,86.11481976,4.2309746328,0.3,0.05,3
24.734312417,29.078771696,3.2269692924,0.3,0.05,3
29.845126836,77.570093458,3.9906542056,0.3,0.05,3
2.432576769,29.719626168,3.1255006676,0.3,0.05,3
8.1241655541,90.066755674,1.7530040053,0.3,0.05,3
3.6328437917,30.46728972,3.9746328438,0.3,0.05,3
3.2456608812,28.010680908,1.9933244326,0.3,0.05,3
7.3110814419,36.448598131,4.2950600801,0.3,0.05,3
15.596795728,80.453938585,3.9105473965,0.3,0.05,3
13.1188251,33.564753004,1.1228304406,0.3,0.05,3
23.534045394,57.169559413,1.1441922563,0.3,0.05,3
9.3244325768,94.018691589,4.567423231,0.3,0.05,3
12.576769025,77.036048064,3.6862483311,0.3,0.05,3
18.965287049,50.654205607,1.6835781041,0.3,0.05,3
11.105473965,50.013351135,4.9305740988,0.3,0.05,3
16.255006676,37.730307076,3.2910547397,0.3,0.05,3
8.5113484646,40.186915888,1.2510013351,0.3,0.05,3
12.615487316,40.080106809,3.1575433912,0.3,0.05,3
28.102803738,83.337783712,1.3845126836,0.3,0.05,3
26.70894526,27.049399199,1.7476635514,0.3,0.05,3
29.612817089,42.323097463,4.0921228304,0.3,0.05,3
23.263017356,71.588785047,3.9799732977,0.3,0.05,3
27.79305741,51.615487316,1.4432576769,0.3,0.05,3
8.4339118825,34.953271028,2.8958611482,0.3,0.05,3
14.280373832,25.767690254,1.3204272363,0.3,0.05,3
12.228304406,30.040053405,1.2349799733,0.3,0.05,3
8.2403204272,53.965287049,4.0493991989,0.3,0.05,3
27.173564753,45.847797063,1.347129506,0.3,0.05,3
13.738317757,62.189586115,2.0574098798,0.3,0.05,3
4.2136181575,93.698264352,2.7997329773,0.3,0.05,3
4.4846461949,95.407209613,1.4165554072,0.3,0.05,3
1.0387182911,78.424566088,3.8945260347,0.3,0.05,3
11.763684913,92.309746328,4.8825100134,0.3,0.05,3
16.448598131,43.818424566,4.9893190921,0.3,0.05,3
1.8905206943,32.496662216,4.300400534,0.3,0.05,3
25.740987984,29.612817089,3.9425901202,0.3,0.05,3
15.480640854,86.648865154,4.5460614152,0.3,0.05,3
3.0133511348,73.93858478,2.8638184246,0.3,0.05,3
26.979973298,85.153538051,1.2136181575,0.3,0.05,3
3.4779706275,67.423230975,4.9465954606,0.3,0.05,3
8.8210947931,47.343124166,2.2550066756,0.3,0.05,3
29.341789052,49.372496662,2.473965287,0.3,0.05,3
10.292389853,84.512683578,3.8037383178,0.3,0.05,3
15.403204272,22.563417891,3.7343124166,0.3,0.05,3
2.0066755674,67.102803738,4.2683578104,0.3,0.05,3
26.476635514,84.299065421,3.6648865154,0.3,0.05,3
19.275033378,73.618157543,1.5447263017,0.3,0.05,3
16.874499332,54.926568758,3.953271028,0.3,0.05,3
22.140186916,60.801068091,1.6728971963,0.3,0.05,3
12.073431242,59.839786382,1.8224299065,0.3,0.05,3
7.6595460614,55.887850467,1.2189586115,0.3,0.05,3
23.727636849,36.662216288,3.9639519359,0.3,0.05,3
2.5874499332,26.301735648,4.305740988,0.3,0.05,3
16.216288385,66.99599466,2.9012016021,0.3,0.05,3
10.214953271,91.562082777,3.3711615487,0.3,0.05,3
29.767690254,68.491321762,1.0640854473,0.3,0.05,3
4.9879839786,64.218958611,2.1802403204,0.3,0.05,3
3.129506008,44.886515354,1.8170894526,0.3,0.05,3
27.947930574,47.022696929,2.6662216288,0.3,0.05,3
19.236315087,28.865153538,1.699599466,0.3,0.05,3
2.7423230975,71.26835781,5,0.3,0.05,3
26.554072096,46.275033378,2.2283044059,0.3,0.05,3
20.204272363,62.61682243,1.8598130841,0.3,0.05,3
20.359145527,65.393858478,2.3618157543,0.3,0.05,3
3.6715620828,83.871829105,3.4245660881,0.3,0.05,3
12.809078772,92.630173565,1.6194926569,0.3,0.05,3
19.894526035,59.412550067,1.5554072096,0.3,0.05,3
8.3177570093,36.234979973,2.479305741,0.3,0.05,3
25.818424566,73.511348465,4.82376502,0.3,0.05,3
4.6782376502,92.20293725,3.867823765,0.3,0.05,3
14.241655541,25.981308411,1.5981308411,0.3,0.05,3
11.802403204,31.962616822,3.4619492657,0.3,0.05,3
29.496662216,73.190921228,2.4098798398,0.3,0.05,3
14.319092123,80.987983979,3.782376502,0.3,0.05,3
5.8785046729,87.716955941,1.3097463284,0.3,0.05,3
19.197596796,52.042723632,4.9839786382,0.3,0.05,3
27.289719626,98.077436582,4.3538050734,0.3,0.05,3
8.7436582109,69.666221629,1.1068090788,0.3,0.05,3
20.552736983,43.284379172,3.5046728972,0.3,0.05,3
24.540720961,20.640854473,1.518024032,0.3,0.05,3
13.893190921,88.571428571,3.1148197597,0.3,0.05,3
16.603471295,43.070761015,2.5006675567,0.3,0.05,3
12.847797063,22.029372497,2.3190921228,0.3,0.05,3
3.7489986649,64.753004005,4.4392523364,0.3,0.05,3
24.269692924,46.381842457,2.1642189586,0.3,0.05,3
11.453938585,33.351134846,2.9279038718,0.3,0.05,3
9.2082777036,61.975967957,1.0053404539,0.3,0.05,3
23.146862483,47.983978638,4.0120160214,0.3,0.05,3
7.2723631509,47.663551402,2.5861148198,0.3,0.05,3
5.6461949266,35.060080107,4.3858477971,0.3,0.05,3
20.08811749,67.636849132,3.5420560748,0.3,0.05,3
29.457943925,97.116154873,3.1789052069,0.3,0.05,3
17.803738318,79.706275033,3.7556742323,0.3,0.05,3
6.1108144192,41.575433912,3.2857142857,0.3,0.05,3
13.506008011,23.738317757,4.481975968,0.3,0.05,3
1.9679572764,36.128170895,3.5901201602,0.3,0.05,3
3.2843791722,84.726301736,1.1014686248,0.3,0.05,3
27.676902537,69.879839786,1.1335113485,0.3,0.05,3
16.951935915,44.459279039,4.9946595461,0.3,0.05,3
13.970627503,92.736982644,3.1522029372,0.3,0.05,3
5.955941255,31.108144192,2.6769025367,0.3,0.05,3
2.3164218959,84.192256342,1.5500667557,0.3,0.05,3
21.288384513,55.67423231,4.8558077437,0.3,0.05,3
6.7303070761,31.642189586,3.4726301736,0.3,0.05,3
3.8651535381,46.06141522,3.8624833111,0.3,0.05,3
20.591455274,34.312416555,1.1922563418,0.3,0.05,3
21.481975968,45.740987984,3.0080106809,0.3,0.05,3
28.373831776,67.743658211,1.7156208278,0.3,0.05,3
6.691588785,55.567423231,4.4979973298,0.3,0.05,3
4.7169559413,79.385847797,4.3805073431,0.3,0.05,3
5.4913217623,91.348464619,4.9198931909,0.3,0.05,3
26.437917223,71.054739653,3.5794392523,0.3,0.05,3
26.863818425,49.158878505,2.3244325768,0.3,0.05,3
17.765020027,97.650200267,4.2576769025,0.3,0.05,3
28.722296395,55.781041389,3.3818424566,0.3,0.05,3
15.790387183,38.798397864,2.3991989319,0.3,0.05,3
7.4272363151,88.998664887,1.4806408545,0.3,0.05,3
29.690253672,33.457943925,1.523364486,0.3,0.05,3
20.668891856,78.958611482,3.9158878505,0.3,0.05,3
25.58611482,97.863818425,2.8851802403,0.3,0.05,3
3.090787717,52.469959947,3.4672897196,0.3,0.05,3
13.815754339,27.476635514,4.8931909212,0.3,0.05,3
24.695594126,95.727636849,3.7770360481,0.3,0.05,3
29.225634179,72.229639519,3.3284379172,0.3,0.05,3
2.6261682243,90.280373832,2.9439252336,0.3,0.05,3
3.4005340454,29.292389853,3.8838451268,0.3,0.05,3
10.369826435,69.452603471,1.0267022697,0.3,0.05,3
5.3364485981,75.64753004,4.2523364486,0.3,0.05,3
18.190921228,23.204272363,1.6622162884,0.3,0.05,3
11.608811749,99.359145527,1.0427236315,0.3,0.05,3
23.882510013,40.614152203,3.4886515354,0.3,0.05,3
29.535380507,73.724966622,3.7182910547,0.3,0.05,3
25.934579439,80.02670227,2.6021361816,0.3,0.05,3
5.259012016,53.324432577,1.2830440587,0.3,0.05,3
24.192256342,48.518024032,2.6074766355,0.3,0.05,3
24.11481976,62.937249666,1.0160213618,0.3,0.05,3
10.408544726,42.536715621,3.4192256342,0.3,0.05,3
13.157543391,26.835781041,2.7570093458,0.3,0.05,3
22.991989319,50.761014686,1.6034712951,0.3,0.05,3
27.831775701,42.6435247,2.3724966622,0.3,0.05,3
12.189586115,54.606141522,4.7596795728,0.3,0.05,3
13.699599466,36.021361816,2.217623498,0.3,0.05,3
6.1882510013,68.170894526,4.4659546061,0.3,0.05,3
4.8718291055,84.405874499,2.7623497997,0.3,0.05,3
18.732977303,45.20694259,3.0347129506,0.3,0.05,3
6.4979973298,83.551401869,4.7970627503,0.3,0.05,3
14.667556742,78.210947931,2.4205607477,0.3,0.05,3
25.547396529,76.50200267,2.8050734312,0.3,0.05,3
26.399198932,42.109479306,2.7837116155,0.3,0.05,3
17.14552737,39.652870494,1.5020026702,0.3,0.05,3
9.4405874499,59.946595461,1.7743658211,0.3,0.05,3
27.560747664,58.024032043,4.2736982644,0.3,0.05,3
6.6141522029,48.73164219,1.3150867824,0.3,0.05,3
8.085447263,72.443257677,4.8985313752,0.3,0.05,3
