Payload,CruiseSpeed,FleetSize,PayloadFraction,FuelTankFraction,FinenessRatio,Y
37.657657658,48.028028028,1,0.3,0.05,3,
30.810810811,34.894894895,1,0.3,0.05,3,
43.693693694,91.911911912,1,0.3,0.05,3,
35.765765766,97.277277277,1,0.3,0.05,3,
40.900900901,87.667667668,1,0.3,0.05,3,
32.027027027,42.022022022,1,0.3,0.05,3,
30.675675676,32.412412412,1,0.3,0.05,3,
26.891891892,77.177177177,1,0.3,0.05,3,
44.324324324,94.794794795,1,0.3,0.05,3,
46.216216216,37.777777778,1,0.3,0.05,3,
7.9279279279,49.54954955,1,0.3,0.05,3,
36.666666667,67.087087087,1,0.3,0.05,3,
30.855855856,94.074074074,1,0.3,0.05,3,
20.45045045,95.755755756,1,0.3,0.05,3,
41.171171171,70.21021021,1,0.3,0.05,3,
33.873873874,28.248248248,1,0.3,0.05,3,
20.27027027,63.243243243,1,0.3,0.05,3,
47.927927928,76.536536537,1,0.3,0.05,3,
17.342342342,78.938938939,1,0.3,0.05,3,
24.81981982,23.443443443,1,0.3,0.05,3,
44.684684685,24.164164164,1,0.3,0.05,3,
38.828828829,41.541541542,1,0.3,0.05,3,
29.63963964,29.68968969,1,0.3,0.05,3,
46.261261261,44.984984985,1,0.3,0.05,3,
6.2162162162,35.135135135,1,0.3,0.05,3,
29.54954955,37.937937938,1,0.3,0.05,3,
6.3963963964,57.477477477,1,0.3,0.05,3,
42.432432432,64.204204204,1,0.3,0.05,3,
28.018018018,77.817817818,1,0.3,0.05,3,
47.567567568,94.634634635,1,0.3,0.05,3,
12.297297297,24.324324324,1,0.3,0.05,3,
31.171171171,33.373373373,1,0.3,0.05,3,
10.18018018,79.259259259,1,0.3,0.05,3,
11.171171171,51.871871872,1,0.3,0.05,3,
29.954954955,21.921921922,1,0.3,0.05,3,
44.054054054,60.2002002,1,0.3,0.05,3,
45.765765766,30.730730731,1,0.3,0.05,3,
16.261261261,59.55955956,1,0.3,0.05,3,
22.747747748,22.482482482,1,0.3,0.05,3,
39.414414414,71.971971972,1,0.3,0.05,3,
19.189189189,94.314314314,1,0.3,0.05,3,
29.234234234,53.073073073,1,0.3,0.05,3,
41.261261261,86.706706707,1,0.3,0.05,3,
22.837837838,30.970970971,1,0.3,0.05,3,
39.369369369,36.016016016,1,0.3,0.05,3,
8.6486486486,98.398398398,1,0.3,0.05,3,
27.882882883,64.684684685,1,0.3,0.05,3,
45.135135135,96.396396396,1,0.3,0.05,3,
40.045045045,36.976976977,1,0.3,0.05,3,
38.558558559,87.267267267,1,0.3,0.05,3,
43.018018018,28.968968969,1,0.3,0.05,3,
47.522522523,24.644644645,1,0.3,0.05,3,
31.981981982,59.159159159,1,0.3,0.05,3,
21.216216216,92.232232232,1,0.3,0.05,3,
32.747747748,79.099099099,1,0.3,0.05,3,
29.279279279,64.844844845,1,0.3,0.05,3,
6.3063063063,66.366366366,1,0.3,0.05,3,
13.603603604,88.308308308,1,0.3,0.05,3,
14.414414414,87.107107107,1,0.3,0.05,3,
48.603603604,88.228228228,1,0.3,0.05,3,
45.630630631,21.361361361,1,0.3,0.05,3,
38.603603604,36.576576577,1,0.3,0.05,3,
18.333333333,26.086086086,1,0.3,0.05,3,
6.6216216216,38.578578579,1,0.3,0.05,3,
12.792792793,65.885885886,1,0.3,0.05,3,
12.027027027,48.748748749,1,0.3,0.05,3,
44.009009009,61.801801802,1,0.3,0.05,3,
24.099099099,77.017017017,1,0.3,0.05,3,
22.522522523,86.866866867,1,0.3,0.05,3,
46.711711712,49.069069069,1,0.3,0.05,3,
23.198198198,80.620620621,1,0.3,0.05,3,
19.90990991,99.91991992,1,0.3,0.05,3,
9.1891891892,32.492492492,1,0.3,0.05,3,
41.711711712,80.860860861,1,0.3,0.05,3,
13.648648649,91.031031031,1,0.3,0.05,3,
31.306306306,79.57957958,1,0.3,0.05,3,
17.747747748,67.327327327,1,0.3,0.05,3,
22.342342342,73.733733734,1,0.3,0.05,3,
46.756756757,62.842842843,1,0.3,0.05,3,
25.405405405,95.515515516,1,0.3,0.05,3,
17.567567568,58.278278278,1,0.3,0.05,3,
39.009009009,67.807807808,1,0.3,0.05,3,
45.945945946,54.274274274,1,0.3,0.05,3,
26.441441441,94.234234234,1,0.3,0.05,3,
28.603603604,60.04004004,1,0.3,0.05,3,
18.153153153,38.258258258,1,0.3,0.05,3,
36.396396396,92.792792793,1,0.3,0.05,3,
10.900900901,40.660660661,1,0.3,0.05,3,
28.828828829,95.595595596,1,0.3,0.05,3,
6.5315315315,78.378378378,1,0.3,0.05,3,
12.387387387,47.707707708,1,0.3,0.05,3,
38.693693694,71.011011011,1,0.3,0.05,3,
41.486486486,26.166166166,1,0.3,0.05,3,
22.657657658,73.653653654,1,0.3,0.05,3,
22.297297297,79.339339339,1,0.3,0.05,3,
10.630630631,36.656656657,1,0.3,0.05,3,
24.279279279,73.093093093,1,0.3,0.05,3,
13.378378378,30.49049049,1,0.3,0.05,3,
45.990990991,75.815815816,1,0.3,0.05,3,
28.063063063,91.431431431,1,0.3,0.05,3,
14.009009009,42.102102102,1,0.3,0.05,3,
10.36036036,85.745745746,1,0.3,0.05,3,
46.846846847,28.728728729,1,0.3,0.05,3,
43.648648649,87.907907908,1,0.3,0.05,3,
19.954954955,65.485485485,1,0.3,0.05,3,
5.4504504505,66.926926927,1,0.3,0.05,3,
12.162162162,26.886886887,1,0.3,0.05,3,
45.810810811,55.155155155,1,0.3,0.05,3,
8.1531531532,74.294294294,1,0.3,0.05,3,
33.963963964,71.731731732,1,0.3,0.05,3,
6.6666666667,39.85985986,1,0.3,0.05,3,
40.27027027,88.708708709,1,0.3,0.05,3,
22.927927928,56.276276276,1,0.3,0.05,3,
22.567567568,51.791791792,1,0.3,0.05,3,
41.396396396,66.846846847,1,0.3,0.05,3,
31.126126126,41.381381381,1,0.3,0.05,3,
40.135135135,32.332332332,1,0.3,0.05,3,
37.162162162,20.32032032,1,0.3,0.05,3,
35.720720721,63.403403403,1,0.3,0.05,3,
8.3783783784,94.554554555,1,0.3,0.05,3,
7.1621621622,22.722722723,1,0.3,0.05,3,
49.684684685,86.066066066,1,0.3,0.05,3,
10.585585586,60.44044044,1,0.3,0.05,3,
19.369369369,75.495495495,1,0.3,0.05,3,
30.990990991,65.725725726,1,0.3,0.05,3,
12.252252252,48.988988989,1,0.3,0.05,3,
22.072072072,73.253253253,1,0.3,0.05,3,
22.972972973,46.506506507,1,0.3,0.05,3,
38.378378378,54.514514515,1,0.3,0.05,3,
43.513513514,94.474474474,1,0.3,0.05,3,
44.369369369,93.593593594,1,0.3,0.05,3,
42.252252252,46.186186186,1,0.3,0.05,3,
30.900900901,25.205205205,1,0.3,0.05,3,
32.072072072,42.822822823,1,0.3,0.05,3,
28.918918919,98.958958959,1,0.3,0.05,3,
40.585585586,38.498498498,1,0.3,0.05,3,
24.324324324,37.297297297,1,0.3,0.05,3,
39.954954955,36.176176176,1,0.3,0.05,3,
41.441441441,34.574574575,1,0.3,0.05,3,
12.477477477,97.517517518,1,0.3,0.05,3,
37.342342342,52.512512513,1,0.3,0.05,3,
24.234234234,52.912912913,1,0.3,0.05,3,
26.801801802,98.798798799,1,0.3,0.05,3,
27.837837838,99.439439439,1,0.3,0.05,3,
13.468468468,77.657657658,1,0.3,0.05,3,
48.513513514,48.908908909,1,0.3,0.05,3,
31.351351351,32.652652653,1,0.3,0.05,3,
43.063063063,61.641641642,1,0.3,0.05,3,
44.63963964,84.784784785,1,0.3,0.05,3,
46.441441441,71.651651652,1,0.3,0.05,3,
30.27027027,42.342342342,1,0.3,0.05,3,
49.864864865,84.304304304,1,0.3,0.05,3,
43.108108108,33.053053053,1,0.3,0.05,3,
41.036036036,58.358358358,1,0.3,0.05,3,
15.45045045,80.940940941,1,0.3,0.05,3,
28.108108108,72.852852853,1,0.3,0.05,3,
48.423423423,30.650650651,1,0.3,0.05,3,
25.585585586,50.990990991,1,0.3,0.05,3,
20.315315315,61.481481481,1,0.3,0.05,3,
8.7387387387,73.013013013,1,0.3,0.05,3,
21.981981982,61.961961962,1,0.3,0.05,3,
20.405405405,79.179179179,1,0.3,0.05,3,
45.27027027,77.417417417,1,0.3,0.05,3,
34.954954955,89.58958959,1,0.3,0.05,3,
49.81981982,76.696696697,1,0.3,0.05,3,
23.693693694,90.07007007,1,0.3,0.05,3,
27.117117117,74.374374374,1,0.3,0.05,3,
42.342342342,47.227227227,1,0.3,0.05,3,
36.981981982,95.355355355,1,0.3,0.05,3,
19.414414414,88.148148148,1,0.3,0.05,3,
43.963963964,62.122122122,1,0.3,0.05,3,
44.72972973,56.996996997,1,0.3,0.05,3,
23.783783784,60.840840841,1,0.3,0.05,3,
39.189189189,93.433433433,1,0.3,0.05,3,
46.576576577,59.319319319,1,0.3,0.05,3,
16.126126126,60.12012012,1,0.3,0.05,3,
16.621621622,50.11011011,1,0.3,0.05,3,
11.576576577,50.910910911,1,0.3,0.05,3,
13.018018018,24.484484484,1,0.3,0.05,3,
17.972972973,23.363363363,1,0.3,0.05,3,
16.891891892,32.012012012,1,0.3,0.05,3,
9.4144144144,27.287287287,1,0.3,0.05,3,
21.621621622,23.763763764,1,0.3,0.05,3,
11.981981982,21.121121121,1,0.3,0.05,3,
42.207207207,85.505505506,1,0.3,0.05,3,
44.864864865,97.037037037,1,0.3,0.05,3,
10.45045045,89.74974975,1,0.3,0.05,3,
15.675675676,81.261261261,1,0.3,0.05,3,
37.477477477,61.161161161,1,0.3,0.05,3,
5.2252252252,82.542542543,1,0.3,0.05,3,
49.189189189,22.002002002,1,0.3,0.05,3,
45.315315315,44.504504505,1,0.3,0.05,3,
21.306306306,76.616616617,1,0.3,0.05,3,
13.783783784,72.292292292,1,0.3,0.05,3,
5.1801801802,73.973973974,1,0.3,0.05,3,
15.495495495,39.299299299,1,0.3,0.05,3,
17.207207207,75.095095095,1,0.3,0.05,3,
30.135135135,35.695695696,1,0.3,0.05,3,
15.36036036,36.336336336,1,0.3,0.05,3,
41.126126126,41.461461461,1,0.3,0.05,3,
9.009009009,22.882882883,1,0.3,0.05,3,
18.288288288,26.006006006,1,0.3,0.05,3,
43.198198198,60.760760761,1,0.3,0.05,3,
26.036036036,87.827827828,1,0.3,0.05,3,
37.432432432,72.212212212,1,0.3,0.05,3,
28.873873874,99.119119119,1,0.3,0.05,3,
26.486486486,100,1,0.3,0.05,3,
6.4864864865,92.952952953,1,0.3,0.05,3,
21.081081081,56.916916917,1,0.3,0.05,3,
43.423423423,74.854854855,1,0.3,0.05,3,
9.7297297297,46.026026026,1,0.3,0.05,3,
38.153153153,63.163163163,1,0.3,0.05,3,
35.225225225,87.427427427,1,0.3,0.05,3,
28.198198198,84.544544545,1,0.3,0.05,3,
8.2432432432,63.963963964,1,0.3,0.05,3,
25.945945946,96.796796797,1,0.3,0.05,3,
44.504504505,47.627627628,1,0.3,0.05,3,
43.603603604,70.770770771,1,0.3,0.05,3,
25,72.932932933,1,0.3,0.05,3,
32.837837838,96.636636637,1,0.3,0.05,3,
23.828828829,21.601601602,1,0.3,0.05,3,
19.279279279,71.411411411,1,0.3,0.05,3,
22.432432432,45.305305305,1,0.3,0.05,3,
47.162162162,85.345345345,1,0.3,0.05,3,
21.126126126,41.141141141,1,0.3,0.05,3,
31.666666667,80.14014014,1,0.3,0.05,3,
41.756756757,78.458458458,1,0.3,0.05,3,
7.1171171171,43.383383383,1,0.3,0.05,3,
16.576576577,83.103103103,1,0.3,0.05,3,
44.774774775,48.268268268,1,0.3,0.05,3,
28.558558559,64.604604605,1,0.3,0.05,3,
35.540540541,25.605605606,1,0.3,0.05,3,
5.3153153153,88.068068068,1,0.3,0.05,3,
12.207207207,90.870870871,1,0.3,0.05,3,
16.846846847,61.881881882,1,0.3,0.05,3,
22.252252252,36.416416416,1,0.3,0.05,3,
13.738738739,49.94994995,1,0.3,0.05,3,
48.108108108,41.061061061,1,0.3,0.05,3,
41.081081081,26.726726727,1,0.3,0.05,3,
28.423423423,54.194194194,1,0.3,0.05,3,
34.054054054,63.643643644,1,0.3,0.05,3,
43.468468468,35.055055055,1,0.3,0.05,3,
15,86.226226226,1,0.3,0.05,3,
24.594594595,33.533533534,1,0.3,0.05,3,
46.306306306,25.685685686,1,0.3,0.05,3,
12.657657658,71.331331331,1,0.3,0.05,3,
26.531531532,20.720720721,1,0.3,0.05,3,
48.198198198,27.447447447,1,0.3,0.05,3,
23.513513514,63.803803804,1,0.3,0.05,3,
39.144144144,95.275275275,1,0.3,0.05,3,
26.081081081,48.428428428,1,0.3,0.05,3,
43.243243243,21.761761762,1,0.3,0.05,3,
8.4684684685,76.296296296,1,0.3,0.05,3,
44.459459459,22.322322322,1,0.3,0.05,3,
27.522522523,83.823823824,1,0.3,0.05,3,
26.576576577,70.29029029,1,0.3,0.05,3,
6.8018018018,89.189189189,1,0.3,0.05,3,
48.333333333,33.773773774,1,0.3,0.05,3,
5.6306306306,82.622622623,1,0.3,0.05,3,
6.7567567568,26.966966967,1,0.3,0.05,3,
27.612612613,43.863863864,1,0.3,0.05,3,
36.306306306,78.698698699,1,0.3,0.05,3,
25.36036036,31.611611612,1,0.3,0.05,3,
14.684684685,28.888888889,1,0.3,0.05,3,
11.801801802,59.079079079,1,0.3,0.05,3,
32.477477477,25.285285285,1,0.3,0.05,3,
14.81981982,93.273273273,1,0.3,0.05,3,
12.747747748,78.538538539,1,0.3,0.05,3,
42.747747748,53.633633634,1,0.3,0.05,3,
23.603603604,43.143143143,1,0.3,0.05,3,
14.369369369,34.334334334,1,0.3,0.05,3,
21.036036036,92.392392392,1,0.3,0.05,3,
31.486486486,27.927927928,1,0.3,0.05,3,
26.261261261,74.774774775,1,0.3,0.05,3,
33.153153153,67.247247247,1,0.3,0.05,3,
6.4414414414,53.393393393,1,0.3,0.05,3,
6.1261261261,83.423423423,1,0.3,0.05,3,
46.981981982,78.218218218,1,0.3,0.05,3,
31.396396396,29.129129129,1,0.3,0.05,3,
28.738738739,99.359359359,1,0.3,0.05,3,
35.045045045,40.18018018,1,0.3,0.05,3,
34.459459459,59.87987988,1,0.3,0.05,3,
17.252252252,98.878878879,1,0.3,0.05,3,
14.594594595,52.432432432,1,0.3,0.05,3,
36.801801802,44.584584585,1,0.3,0.05,3,
25.810810811,52.192192192,1,0.3,0.05,3,
29.099099099,90.710710711,1,0.3,0.05,3,
20.36036036,66.126126126,1,0.3,0.05,3,
38.063063063,70.13013013,1,0.3,0.05,3,
35.990990991,68.528528529,1,0.3,0.05,3,
24.144144144,45.065065065,1,0.3,0.05,3,
48.828828829,25.765765766,1,0.3,0.05,3,
42.162162162,56.516516517,1,0.3,0.05,3,
30.540540541,22.962962963,1,0.3,0.05,3,
24.459459459,40.26026026,1,0.3,0.05,3,
32.297297297,73.333333333,1,0.3,0.05,3,
40.09009009,55.075075075,1,0.3,0.05,3,
12.882882883,63.003003003,1,0.3,0.05,3,
5.5855855856,52.272272272,1,0.3,0.05,3,
25.135135135,51.951951952,1,0.3,0.05,3,
37.522522523,21.441441441,1,0.3,0.05,3,
34.90990991,98.238238238,1,0.3,0.05,3,
30.09009009,38.898898899,1,0.3,0.05,3,
47.477477477,47.067067067,1,0.3,0.05,3,
10.945945946,81.741741742,1,0.3,0.05,3,
23.423423423,65.245245245,1,0.3,0.05,3,
33.333333333,36.496496496,1,0.3,0.05,3,
47.252252252,64.924924925,1,0.3,0.05,3,
39.684684685,82.782782783,1,0.3,0.05,3,
39.099099099,23.923923924,1,0.3,0.05,3,
7.8828828829,94.714714715,1,0.3,0.05,3,
40.45045045,49.62962963,1,0.3,0.05,3,
43.918918919,72.452452452,1,0.3,0.05,3,
33.603603604,44.344344344,1,0.3,0.05,3,
19.54954955,50.670670671,1,0.3,0.05,3,
40.765765766,76.936936937,1,0.3,0.05,3,
27.567567568,40.1001001,1,0.3,0.05,3,
6.036036036,25.045045045,1,0.3,0.05,3,
20.09009009,48.108108108,1,0.3,0.05,3,
35.135135135,93.673673674,1,0.3,0.05,3,
20.720720721,49.389389389,1,0.3,0.05,3,
45.36036036,31.931931932,1,0.3,0.05,3,
10.765765766,59.71971972,1,0.3,0.05,3,
32.972972973,27.687687688,1,0.3,0.05,3,
39.504504505,27.607607608,1,0.3,0.05,3,
9.6396396396,24.404404404,1,0.3,0.05,3,
45.675675676,46.666666667,1,0.3,0.05,3,
39.90990991,45.385385385,1,0.3,0.05,3,
41.531531532,99.5995996,1,0.3,0.05,3,
39.459459459,96.316316316,1,0.3,0.05,3,
48.648648649,30.810810811,1,0.3,0.05,3,
8.963963964,58.118118118,1,0.3,0.05,3,
38.423423423,89.66966967,1,0.3,0.05,3,
33.198198198,52.352352352,1,0.3,0.05,3,
12.927927928,28.008008008,1,0.3,0.05,3,
5.2702702703,83.583583584,1,0.3,0.05,3,
9.2792792793,93.833833834,1,0.3,0.05,3,
23.153153153,87.027027027,1,0.3,0.05,3,
44.234234234,38.338338338,1,0.3,0.05,3,
39.279279279,38.178178178,1,0.3,0.05,3,
13.963963964,56.756756757,1,0.3,0.05,3,
7.7027027027,83.503503504,1,0.3,0.05,3,
34.72972973,26.806806807,1,0.3,0.05,3,
43.288288288,31.051051051,1,0.3,0.05,3,
26.936936937,86.786786787,1,0.3,0.05,3,
5.9459459459,70.850850851,1,0.3,0.05,3,
9.3693693694,55.235235235,1,0.3,0.05,3,
11.396396396,44.024024024,1,0.3,0.05,3,
45,97.117117117,1,0.3,0.05,3,
26.396396396,64.364364364,1,0.3,0.05,3,
18.603603604,63.883883884,1,0.3,0.05,3,
41.351351351,87.347347347,1,0.3,0.05,3,
11.891891892,82.382382382,1,0.3,0.05,3,
27.927927928,54.594594595,1,0.3,0.05,3,
10,79.019019019,1,0.3,0.05,3,
31.216216216,31.291291291,1,0.3,0.05,3,
49.144144144,76.856856857,1,0.3,0.05,3,
25.855855856,21.041041041,1,0.3,0.05,3,
21.891891892,30.890890891,1,0.3,0.05,3,
49.90990991,69.489489489,1,0.3,0.05,3,
17.792792793,89.349349349,1,0.3,0.05,3,
9.5045045045,26.646646647,1,0.3,0.05,3,
25.315315315,44.264264264,1,0.3,0.05,3,
29.90990991,20.08008008,1,0.3,0.05,3,
8.6036036036,91.271271271,1,0.3,0.05,3,
28.153153153,43.063063063,1,0.3,0.05,3,
33.693693694,66.686686687,1,0.3,0.05,3,
30.630630631,74.534534535,1,0.3,0.05,3,
27.162162162,34.974974975,1,0.3,0.05,3,
20.855855856,69.249249249,1,0.3,0.05,3,
25.540540541,69.409409409,1,0.3,0.05,3,
47.117117117,95.435435435,1,0.3,0.05,3,
48.288288288,96.716716717,1,0.3,0.05,3,
49.054054054,29.76976977,1,0.3,0.05,3,
25.720720721,83.743743744,1,0.3,0.05,3,
24.414414414,22.802802803,1,0.3,0.05,3,
35.810810811,80.38038038,1,0.3,0.05,3,
14.099099099,64.044044044,1,0.3,0.05,3,
6.8468468468,65.405405405,1,0.3,0.05,3,
36.936936937,72.532532533,1,0.3,0.05,3,
14.72972973,62.282282282,1,0.3,0.05,3,
6.3513513514,61.401401401,1,0.3,0.05,3,
38.513513514,65.565565566,1,0.3,0.05,3,
19.144144144,56.196196196,1,0.3,0.05,3,
46.531531532,77.257257257,1,0.3,0.05,3,
11.261261261,55.635635636,1,0.3,0.05,3,
10.405405405,56.836836837,1,0.3,0.05,3,
10.540540541,23.123123123,1,0.3,0.05,3,
12.342342342,87.587587588,1,0.3,0.05,3,
43.783783784,65.805805806,1,0.3,0.05,3,
35.675675676,83.903903904,1,0.3,0.05,3,
21.486486486,39.53953954,1,0.3,0.05,3,
24.369369369,37.857857858,1,0.3,0.05,3,
37.837837838,92.712712713,1,0.3,0.05,3,
48.963963964,78.618618619,1,0.3,0.05,3,
5.7657657658,68.048048048,1,0.3,0.05,3,
8.9189189189,39.459459459,1,0.3,0.05,3,
17.702702703,65.965965966,1,0.3,0.05,3,
21.846846847,70.690690691,1,0.3,0.05,3,
48.918918919,36.816816817,1,0.3,0.05,3,
11.441441441,54.914914915,1,0.3,0.05,3,
44.414414414,29.049049049,1,0.3,0.05,3,
16.216216216,99.83983984,1,0.3,0.05,3,
23.063063063,45.225225225,1,0.3,0.05,3,
11.486486486,55.875875876,1,0.3,0.05,3,
30.765765766,85.665665666,1,0.3,0.05,3,
16.801801802,69.80980981,1,0.3,0.05,3,
45.45045045,57.957957958,1,0.3,0.05,3,
12.117117117,80.3003003,1,0.3,0.05,3,
10.990990991,22.562562563,1,0.3,0.05,3,
33.288288288,37.457457457,1,0.3,0.05,3,
34.774774775,69.88988989,1,0.3,0.05,3,
38.108108108,97.917917918,1,0.3,0.05,3,
9.9099099099,96.556556557,1,0.3,0.05,3,
12.567567568,54.994994995,1,0.3,0.05,3,
7.2522522523,30.17017017,1,0.3,0.05,3,
5.1351351351,75.175175175,1,0.3,0.05,3,
37.612612613,92.872872873,1,0.3,0.05,3,
28.378378378,37.617617618,1,0.3,0.05,3,
21.756756757,35.215215215,1,0.3,0.05,3,
18.918918919,43.703703704,1,0.3,0.05,3,
16.936936937,49.309309309,1,0.3,0.05,3,
22.207207207,29.209209209,1,0.3,0.05,3,
22.612612613,84.384384384,1,0.3,0.05,3,
33.018018018,82.462462462,1,0.3,0.05,3,
31.261261261,49.86986987,1,0.3,0.05,3,
33.783783784,43.783783784,1,0.3,0.05,3,
31.576576577,37.217217217,1,0.3,0.05,3,
34.234234234,37.057057057,1,0.3,0.05,3,
32.612612613,28.088088088,1,0.3,0.05,3,
40.315315315,68.128128128,1,0.3,0.05,3,
38.243243243,22.162162162,1,0.3,0.05,3,
50,69.329329329,1,0.3,0.05,3,
9.5495495495,87.507507508,1,0.3,0.05,3,
30,89.50950951,1,0.3,0.05,3,
42.297297297,79.73973974,1,0.3,0.05,3,
7.5225225225,67.727727728,1,0.3,0.05,3,
15.945945946,96.476476476,1,0.3,0.05,3,
10.810810811,29.449449449,1,0.3,0.05,3,
6.7117117117,26.406406406,1,0.3,0.05,3,
9.0540540541,98.318318318,1,0.3,0.05,3,
39.54954955,84.144144144,1,0.3,0.05,3,
25.990990991,88.868868869,1,0.3,0.05,3,
7.0720720721,28.648648649,1,0.3,0.05,3,
40.990990991,34.414414414,1,0.3,0.05,3,
